Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_041924	45415	Acinetobacter phage WCHABP12	Acinetobacter phage WCHABP12, complete genome.
NC_041925	54836	Proteus phage VB_PmiS-Isfahan	Proteus phage VB_PmiS-Isfahan, complete genome.
NC_011515	4193	Carrot mottle virus isolate Weddel	Carrot mottle virus isolate Weddel, complete genome.
NC_004639	2661	Sida yellow mosaic virus	Sida yellow mosaic virus, complete genome.
NC_041926	41289	Escherichia phage vB_EcoM_ECOO78	Escherichia phage vB_EcoM_ECOO78, complete genome.
NC_003496	5995	Bean pod mottle virus	Bean pod mottle virus, segment RNA 1
NC_041927	130138	Sphingobium phage Lacusarx	Sphingobium phage Lacusarx, complete genome.
NC_041929	188427	Sinorhizobium phage phiM7	Sinorhizobium phage phiM7, complete genome.
NC_041930	49879	Arthrobacter phage Brent	Arthrobacter phage Brent, complete genome.
NC_041931	49419	Arthrobacter phage Jawnski	Arthrobacter phage Jawnski, complete genome.
NC_041932	51027	Arthrobacter phage Martha	Arthrobacter phage Martha, complete genome.
NC_041933	50909	Arthrobacter phage Sonny	Arthrobacter phage Sonny, complete genome.
NC_041934	61818	Pseudomonas phage LKO4	Pseudomonas phage LKO4, complete genome.
NC_005290	3446	Broad bean wilt virus 1	Broad bean wilt virus 1, segment RNA 2
NC_010947	2755	Allamanda leaf curl virus	Allamanda leaf curl virus, segment DNA-A
NC_041935	61292	Escherichia phage PA28	Escherichia phage PA28, complete genome.
NC_041936	164706	Escherichia phage ECD7	Escherichia phage ECD7, complete genome.
NC_041937	129454	Escherichia phage V18	Escherichia phage V18, complete genome.
NC_041938	43075	Arthrobacter phage Bennie	Arthrobacter phage Bennie, complete genome.
NC_041939	42601	Arthrobacter phage DrRobert	Arthrobacter phage DrRobert, complete genome.
NC_005289	5817	Broad bean wilt virus 1	Broad bean wilt virus 1, segment RNA 1
NC_041940	44389	Arthrobacter phage Glenn	Arthrobacter phage Glenn, complete genome.
NC_041941	43336	Arthrobacter phage HunterDalle	Arthrobacter phage HunterDalle, complete genome.
NC_041942	44183	Arthrobacter phage Joann	Arthrobacter phage Joann, complete genome.
NC_041943	43707	Arthrobacter phage Korra	Arthrobacter phage Korra, complete genome.
NC_041944	43374	Arthrobacter phage Preamble	Arthrobacter phage Preamble, complete genome.
NC_041945	42830	Arthrobacter phage Pumancara	Arthrobacter phage Pumancara, complete genome.
NC_041946	44371	Arthrobacter phage Wayne	Arthrobacter phage Wayne, complete genome.
NC_041947	60005	Arthrobacter phage Laroye	Arthrobacter phage Laroye, complete genome.
NC_010944	6381	Brugmansia mild mottle virus	Brugmansia mild mottle virus, complete genome.
NC_041948	58353	Arthrobacter phage Circum	Arthrobacter phage Circum, complete genome.
NC_041949	59173	Arthrobacter phage Amigo	Arthrobacter phage Amigo, complete genome.
NC_041950	75380	Gordonia phage Katyusha	Gordonia phage Katyusha, complete genome.
NC_041951	58159	Arthrobacter phage CaptnMurica	Arthrobacter phage CaptnMurica, complete genome.
NC_041952	58279	Arthrobacter phage Gordon	Arthrobacter phage Gordon, complete genome.
NC_006499	1323	Salmon isavirus	Salmon isavirus, segment 6
NC_004646	2578	Squash mild leaf curl virus	Squash mild leaf curl virus, segment DNA B
NC_010946	2724	Pumpkin yellow mosaic Malaysia virus	Pumpkin yellow mosaic Malaysia virus, segment DNA A
NC_041953	57899	Pseudomonas phage PaMx25	Pseudomonas phage PaMx25, complete genome.
NC_041954	29339	Propionibacterium phage Keiki	Propionibacterium phage Keiki, complete genome.
NC_003680	5273	Barley yellow dwarf virus - MAV	Barley yellow dwarf virus - MAV, complete genome.
NC_041955	29491	Propionibacterium phage PHL082M03	Propionibacterium phage PHL082M03, complete genome.
NC_041956	29422	Propionibacterium phage PHL117M01	Propionibacterium phage PHL117M01, complete genome.
NC_041957	29511	Propionibacterium phage PHL151N00	Propionibacterium phage PHL151N00, complete genome.
NC_041958	63513	Roseobacter phage RDJL Phi 2	Roseobacter phage RDJL Phi 2, complete genome.
NC_041959	57081	Enterococcus phage IME-EF1	Enterococcus phage IME-EF1, complete genome.
NC_041960	58619	Enterococcus phage SAP6	Enterococcus phage SAP6, complete genome.
NC_041961	67592	Arthrobacter phage Tank	Arthrobacter phage Tank, complete genome.
NC_041962	76268	Tsukamurella phage TIN4	Tsukamurella phage TIN4, complete genome.
NC_041963	44194	Rhodobacter phage RcSpartan	Rhodobacter phage RcSpartan, complete genome.
NC_041964	63560	Pseudomonas phage R18 DNA	Pseudomonas phage R18 DNA, complete genome.
NC_041965	69409	Mycobacterium phage Athena	Mycobacterium phage Athena, complete genome.
NC_003672	5897	Peanut clump virus	Peanut clump virus, segment RNA 1
NC_041966	45888	Acinetobacter phage WCHABP1	Acinetobacter phage WCHABP1, complete genome.
NC_041967	40409	Acinetobacter phage WCHABP5	Acinetobacter phage WCHABP5, complete genome.
NC_041968	87646	Pseudomonas phage vB_PaeM_G1	Pseudomonas phage vB_PaeM_G1, complete genome.
NC_041969	45580	Mycobacterium phage Jebeks	Mycobacterium phage Jebeks, complete genome.
NC_041970	80228	Mycobacterium phage Bongo	Mycobacterium phage Bongo, complete genome.
NC_041971	83724	Mycobacterium phage Rey	Mycobacterium phage Rey, complete genome.
NC_041972	273501	Erwinia phage vB_EamM_Deimos-Minion	Erwinia phage vB_EamM_Deimos-Minion, complete genome.
NC_041973	271182	Erwinia phage vB_EamM_RAY	Erwinia phage vB_EamM_RAY, complete genome.
NC_002357	3232	Oat golden stripe virus	Oat golden stripe virus, segment RNA 2
NC_010838	2634	Blainvillea yellow spot virus	Blainvillea yellow spot virus, segment DNA B
NC_041974	271088	Erwinia phage vB_EamM_Simmy50	Erwinia phage vB_EamM_Simmy50, complete genome.
NC_041975	273224	Erwinia phage vB_EamM_Special G	Erwinia phage vB_EamM_Special G, complete genome.
NC_041976	54312	Brevibacillus phage Jimmer2	Brevibacillus phage Jimmer2, complete genome.
NC_041977	89596	Citrobacter phage Mordin	Citrobacter phage Mordin, complete genome.
NC_041978	84694	Erwinia phage vB_EamM-M7	Erwinia phage vB_EamM-M7, complete genome.
NC_041979	88531	Escherichia coli O157 typing phage 1	Escherichia coli O157 typing phage 1, complete genome.
NC_041980	175814	Enterobacter phage phiEap-3	Enterobacter phage phiEap-3, complete genome.
NC_003977	3182	Hepatitis B virus (strain ayw) genome.	Hepatitis B virus (strain ayw) genome.
NC_004168	2976	Yellowtail ascites virus	Yellowtail ascites virus, segment A
NC_041981	176055	Klebsiella phage Miro	Klebsiella phage Miro, complete genome.
NC_041982	51094	Mycobacterium phage Twister	Mycobacterium phage Twister, complete genome.
NC_041983	53278	Mycobacterium phage Timshel	Mycobacterium phage Timshel, complete genome.
NC_041984	50332	Mycobacterium phage Tiger	Mycobacterium phage Tiger, complete genome.
NC_041985	52298	Mycobacterium phage Switzer	Mycobacterium phage Switzer, complete genome.
NC_010707	6581	Thottopalayam virus	Thottopalayam virus, segment L
NC_041986	61164	Mycobacterium phage Spartacus	Mycobacterium phage Spartacus, complete genome.
NC_041987	75973	Mycobacterium phage SirDuracell	Mycobacterium phage SirDuracell, complete genome.
NC_041988	59794	Mycobacterium phage ShiLan	Mycobacterium phage ShiLan, complete genome.
NC_041989	59315	Mycobacterium phage Shauna1	Mycobacterium phage Shauna1, complete genome.
NC_007408	7009	Alstroemeria virus x	Alstroemeria virus x, complete genome.
NC_041990	170496	Escherichia phage ST0	Escherichia phage ST0, complete genome.
NC_041991	41546	Salmonella phage vB_SenS_AG11	Salmonella phage vB_SenS_AG11, complete genome.
NC_006259	5610	Bovine parvovirus 2	Bovine parvovirus 2, complete genome.
NC_041992	42633	Salmonella phage wksl3	Salmonella phage wksl3, complete genome.
NC_041993	155286	Mycobacterium phage Sebata	Mycobacterium phage Sebata, complete genome.
NC_041994	278136	Pseudomonas phage Noxifer	Pseudomonas phage Noxifer, complete genome.
NC_041995	50564	Shigella phage vB_SsoS-ISF002	Shigella phage vB_SsoS-ISF002, complete genome.
NC_041996	171175	Serratia phage CHI14	Serratia phage CHI14, complete genome.
NC_041997	156281	Acidovorax phage ACP17	Acidovorax phage ACP17, complete genome.
NC_041998	45373	Acinetobacter phage AbP2	Acinetobacter phage AbP2, complete genome.
NC_041999	49797	Arthrobacter phage Beans	Arthrobacter phage Beans, complete genome.
NC_042000	70707	Arthrobacter phage Colucci	Arthrobacter phage Colucci, complete genome.
NC_006937	6621	Fusarium graminearum dsRNA mycovirus-1	Fusarium graminearum dsRNA mycovirus-1, complete genome.
NC_042001	58247	Arthrobacter phage Molivia	Arthrobacter phage Molivia, complete genome.
NC_042002	39122	Arthrobacter phage Abidatro	Arthrobacter phage Abidatro, complete genome.
NC_042003	40879	Acinetobacter phage vB_AbaP_B1	Acinetobacter phage vB_AbaP_B1, complete genome.
NC_042004	40598	Acinetobacter phage vB_AbaP_B3	Acinetobacter phage vB_AbaP_B3, complete genome.
NC_008948	4442	Hyposoter fugitivus ichnovirus	Hyposoter fugitivus ichnovirus, segment C12
NC_004676	2777	East African cassava mosaic virus	East African cassava mosaic virus, segment DNA B
NC_008949	3510	Hyposoter fugitivus ichnovirus	Hyposoter fugitivus ichnovirus, segment B7
NC_004674	2799	East African cassava mosaic virus	East African cassava mosaic virus, segment DNA A
NC_042005	41608	Acinetobacter phage vB_AbaP_B5	Acinetobacter phage vB_AbaP_B5, complete genome.
NC_042006	41208	Acinetobacter phage vB_ApiP_P1	Acinetobacter phage vB_ApiP_P1, complete genome.
NC_042007	41514	Acinetobacter phage vB_ApiP_P2	Acinetobacter phage vB_ApiP_P2, complete genome.
NC_042008	131976	Streptomyces phage Mildred21	Streptomyces phage Mildred21, complete genome.
NC_042009	131086	Streptomyces phage NootNoot	Streptomyces phage NootNoot, complete genome.
NC_042018	235108	Erwinia phage vB_EamM_RisingSun	Erwinia phage vB_EamM_RisingSun, complete genome.
NC_042019	162422	Aeromonas phage AS-gz	Aeromonas phage AS-gz, complete genome.
NC_007582	3947	Chum salmon reovirus CS	Chum salmon reovirus CS, segment 1
NC_004096	2595	Pepper golden mosaic virus	Pepper golden mosaic virus, segment DNA B
NC_003520	5834	Beet soil-borne virus	Beet soil-borne virus, segment RNA 1
NC_042010	133486	Streptomyces phage Paradiddles	Streptomyces phage Paradiddles, complete genome.
NC_042011	133047	Streptomyces phage Peebs	Streptomyces phage Peebs, complete genome.
NC_042012	133710	Streptomyces phage Samisti12	Streptomyces phage Samisti12, complete genome.
NC_042013	490380	Agrobacterium phage Atu_ph07	Agrobacterium phage Atu_ph07, complete genome.
NC_042014	49808	Arthrobacter phage Piccoletto	Arthrobacter phage Piccoletto, complete genome.
NC_042015	50930	Arthrobacter phage Shade	Arthrobacter phage Shade, complete genome.
NC_042016	56076	Streptomyces phage DrGrey	Streptomyces phage DrGrey, complete genome.
NC_042017	87570	Shigella phage Sf13	Shigella phage Sf13, complete genome.
NC_042020	45428	Arthrobacter phage Adat	Arthrobacter phage Adat, complete genome.
NC_042021	41712	Enterococcus phage phiSHEF2	Enterococcus phage phiSHEF2, complete genome.
NC_042022	41081	Enterococcus phage phiSHEF4	Enterococcus phage phiSHEF4, complete genome.
NC_042023	41598	Enterococcus phage phiSHEF5	Enterococcus phage phiSHEF5, complete genome.
NC_042034	70428	Mycobacterium phage ChrisnMich	Mycobacterium phage ChrisnMich, complete sequence.
NC_042035	71092	Mycobacterium phage Zemanar	Mycobacterium phage Zemanar, complete sequence.
NC_015150	5026	Human polyomavirus 9	Human polyomavirus 9, complete genome.
NC_042036	47780	Mycobacterium phage Rockstar	Mycobacterium phage Rockstar, complete genome.
NC_042037	47624	Aeromonas phage pIS4-A genomic sequence.	Aeromonas phage pIS4-A genomic sequence.
NC_042038	47285	Escherichia virus KP26	Escherichia virus KP26, complete genome
NC_042039	166283	Shigella phage Sf22	Shigella phage Sf22, complete genome.
NC_042040	139262	Rhodococcus phage Trina	Rhodococcus phage Trina, complete genome.
NC_042041	47760	Klebsiella phage vB_KpnM_KpV79	Klebsiella phage vB_KpnM_KpV79, complete genome.
NC_001789	7761	Ovine papillomavirus - 1	Ovine papillomavirus - 1, complete genome.
NC_012931	5673	Wheat yellow dwarf virus-GPV	Wheat yellow dwarf virus-GPV, complete genome.
NC_042024	27595	Lactococcus lactis phage p2	Lactococcus lactis phage p2, complete genome.
NC_042025	60030	Salmonella phage SE1 (in:Nonagvirus)	Salmonella phage SE1 (in:Nonagvirus), complete genome.
NC_042027	74491	Mycobacterium phage Pumpkin	Mycobacterium phage Pumpkin, complete genome.
NC_042028	45159	Acinetobacter phage AB1	Acinetobacter phage AB1, complete genome.
NC_042029	43015	Edwardsiella phage eiAU	Edwardsiella phage eiAU, complete genome.
NC_042030	58714	Mycobacterium phage Yoshi	Mycobacterium phage Yoshi, complete sequence.
NC_042031	60835	Mycobacterium phage Anaya	Mycobacterium phage Anaya, complete sequence.
NC_042032	65100	Mycobacterium phage Marvin	Mycobacterium phage Marvin, complete sequence.
NC_042033	71547	Mycobacterium phage Send513	Mycobacterium phage Send513, complete sequence.
NC_042042	43060	Streptomyces phage Scap1	Streptomyces phage Scap1, complete genome.
NC_042043	49579	Escherichia phage SRT8	Escherichia phage SRT8, complete genome.
NC_042044	159323	Salmonella phage Melville	Salmonella phage Melville, complete genome.
NC_042045	60237	Gordonia phage Lennon	Gordonia phage Lennon, complete genome.
NC_042046	47319	Escherichia phage C119	Escherichia phage C119, complete genome.
NC_042047	154938	Serratia phage vB_Sru_IME250	Serratia phage vB_Sru_IME250, complete genome.
NC_042049	35985	Rhodobacter phage RcCronus	Rhodobacter phage RcCronus, complete genome.
NC_042050	67277	Mycobacterium phage Godines	Mycobacterium phage Godines, complete genome.
NC_042051	49562	Streptomyces phage Aaronocolus	Streptomyces phage Aaronocolus, complete genome.
NC_003530	3840	Carnation ringspot virus	Carnation ringspot virus, segment RNA 1
NC_042052	50727	Streptomyces phage Hydra	Streptomyces phage Hydra, complete genome.
NC_042053	70265	Arthrobacter phage PrincessTrina	Arthrobacter phage PrincessTrina, complete genome.
NC_042054	92816	Pseudomonas phage vB_PsyM_KIL4	Pseudomonas phage vB_PsyM_KIL4, complete genome.
NC_042055	43679	Mycobacterium phage Pipsqueaks	Mycobacterium phage Pipsqueaks, complete genome.
NC_042056	241654	Erwinia phage vB_EamM_Machina	Erwinia phage vB_EamM_Machina, complete genome.
NC_042057	42925	Enterobacteria phage DE3	Enterobacteria phage DE3, complete genome.
NC_042058	48491	Mycobacterium phage Wonder	Mycobacterium phage Wonder, complete genome.
NC_042060	266743	Pseudomonas phage PA7	Pseudomonas phage PA7, partial genome.
NC_042061	157235	Salmonella phage STML-13-1	Salmonella phage STML-13-1, partial genome.
NC_042065	41873	Salmonella phage FSL SP-101	Salmonella phage FSL SP-101, partial genome.
NC_004101	2613	Pepper golden mosaic virus	Pepper golden mosaic virus, segment DNA A
NC_010839	2725	Tomato leaf curl Palampur virus	Tomato leaf curl Palampur virus, segment DNA B
NC_042066	51092	Salmonella phage FSL SP-126	Salmonella phage FSL SP-126, partial genome.
NC_042067	171911	Citrobacter phage CF1 ERZ-2017	Citrobacter phage CF1 ERZ-2017, complete genome.
NC_042074	111671	Vibrio phage JSF10	Vibrio phage JSF10, complete genome.
NC_042075	87575	Shigella phage Sf14	Shigella phage Sf14, complete genome.
NC_042076	90092	Shigella phage Sf17	Shigella phage Sf17, complete genome.
NC_042077	166002	Shigella phage Sf21	Shigella phage Sf21, complete genome.
NC_042078	168112	Shigella phage Sf24	Shigella phage Sf24, complete genome.
NC_042079	66291	Pseudomonas phage vB_PaeM_E217	Pseudomonas phage vB_PaeM_E217, complete genome.
NC_042080	66789	Pseudomonas phage vB_PaeM_E215	Pseudomonas phage vB_PaeM_E215, complete genome.
NC_042081	279696	Pseudomonas phage SL2	Pseudomonas phage SL2, complete genome.
NC_005267	3914	Raspberry ringspot virus	Raspberry ringspot virus, segment RNA 2
NC_006011	1179	African horse sickness virus	African horse sickness virus, segment 7
NC_042082	96542	Stenotrophomonas phage vB_SmaS_DLP_5	Stenotrophomonas phage vB_SmaS_DLP_5, complete genome.
NC_042083	16523	Gluconobacter phage GC1	Gluconobacter phage GC1, complete genome.
NC_042084	44829	Escherichia phage VB_EcoS-Golestan	Escherichia phage VB_EcoS-Golestan, complete genome.
NC_042085	67383	Corynebacterium phage C3PO	Corynebacterium phage C3PO, complete genome.
NC_042086	67743	Corynebacterium phage Darwin	Corynebacterium phage Darwin, complete genome.
NC_042087	66392	Corynebacterium phage Zion	Corynebacterium phage Zion, complete genome.
NC_042088	44408	Gordonia phage Gustav	Gordonia phage Gustav, complete genome.
NC_042089	42475	Gordonia phage Mahdia	Gordonia phage Mahdia, complete genome.
NC_042090	104329	Proteus phage PM135	Proteus phage PM135, complete genome.
NC_042091	112225	Pseudomonas phage nickie	Pseudomonas phage nickie, complete genome.
NC_042092	67498	Pseudomonas phage tabernarius	Pseudomonas phage tabernarius, complete genome.
NC_012535	4475	Homalodisca vitripennis reovirus	Homalodisca vitripennis reovirus, segment 1
NC_006009	758	African horse sickness virus	African horse sickness virus, segment 10
NC_042094	128241	Vibrio phage Ceto	Vibrio phage Ceto, complete genome.
NC_042095	128602	Vibrio phage Thalassa	Vibrio phage Thalassa, complete genome.
NC_042096	84916	Salmonella phage BPS17L1	Salmonella phage BPS17L1, complete genome.
NC_042097	87609	Salmonella phage BPS17W1	Salmonella phage BPS17W1, complete genome.
